"*Standardized to OTU and fixed count, see Metadata for details",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SampleID,Station (NAMC),Station (Customer),Waterbody,County,State,Latitude,Longitude,Collection Date,Habitat Sampled ,Collection Method,Field Notes,Lab Notes,Area sampled (m^2),Field Split,Lab Split,Split Count,Fixed Count,Big Rare Count,Richness*,Abundance,Shannon's Diversity*,Simpson's Diversity*,Evenness*,# of EPT Taxa*,EPT Taxa Abundance,Dominant Family,Abundance of Dominant Family,Dominant Taxa,Abundance of Dominant Taxa,Hilsenhoff Biotic Index*,# of Intolerant Taxa*,Intolerant Taxa abundance,# of Tolerant Taxa*,Tolerant Taxa abundance,USFS Community Tolerance Quotient (d)*,# of shredder taxa*,Shredder Abundance,# of scraper taxa*,Scraper abundance,# of collector-filterer taxa*,Collector-filterer abundance,# of collector-gatherer taxa*,Collector-gatherer abundance,# of predator taxa*,Predator abundance,# of clinger taxa*,Long-lived Taxa*,# of Ephemeroptera taxa*,Ephemeroptera abundance,# of Plecoptera taxa*,Plecoptera abundance,# of Trichoptera taxa*,Trichoptera abundance,# of Coleoptera taxa*,Coleoptera abundance,# of Elmidae Taxa*,Elmidae abundance,# of Megaloptera taxa*,Megaloptera abundance,# of Diptera taxa*,Diptera abundance,# of Chironomidae taxa*,Chironomidae abundance,# of Crustacea taxa*,Crustacea abundance,# of Oligochaete taxa*,Oligochaete abundance,# of Mollusca taxa*,Mollusca abundance,# of Insect taxa*,Insect abundance,# of Non-insect taxa*,Non-insect abundance
168539,OREFA-1006,2018OREFA1006,East Fork Annie Creek,Coos,OR,42.85999,-122.15362,9/8/2018,Targeted Riffle,Kick net,"Updated County from ""Coos"" to ""Klamath""",NULL,0.74,100,100,480,300,0,28,649,2.456839332,0.849297659,0.737301484,21,584,Baetidae,203,Baetis,203,2.196666667,12,131,1,1,40,3,159,6,84,0,0,7,273,9,85,14,0,6,273,7,191,8,120,0,0,0,0,0,0,5,58,1,23,0,0,0,0,1,1,26,642,2,7
168540,OREFA-1008,2018OREFA1008,OREFA-1008,Klamath,OR,42.8917,-122.1316,9/10/2018,Targeted Riffle,Kick net,"Updated County from ""Siskiyou"" to ""Klamath""",NULL,0.74,100,12.5,501,300,12,20,5432,1.699518817,0.660713489,0.567313318,10,1954,Chironomidae,2850,Orthocladiinae,2623,3.96,7,861,1,22,63,2,1288,2,130,0,11,6,3466,7,408,8,0,1,324,6,1411,3,219,0,0,0,0,0,0,7,3014,3,2850,0,0,0,281,0,0,17,4978,2,454
168541,2018OREFA1009,2018OREFA1009,OREFA-1009,Klamath,OR,42.84139,-122.133656,9/7/2018,Targeted Riffle,Kick net,"Updated County from ""Siskiyou"" to ""Klamath"". Updated Latitude and Longitude from ""42.795 -122.068"" to ""42.841390 -122.133656"".",NULL,0.74,100,100,340,300,0,32,459,2.902058637,0.928472687,0.837357121,21,353,Rhyacophilidae,103,Rhyacophila atrata complex,58,1.983333333,14,162,1,1,48,4,72,4,49,2,39,8,132,10,103,14,1,9,119,8,97,4,136,0,0,0,0,0,0,9,53,2,22,0,0,0,38,0,0,30,405,2,54
168542,OREFA-1010,2018OREFA1010,OREFA-1010,Klamath,OR,42.8584,-122.1346,9/6/2018,Targeted Riffle,Kick net,"Updated County from ""Siskiyou"" to ""Klamath""",NULL,0.74,100,100,326,300,0,32,441,2.265863647,0.792909699,0.653790049,17,297,Baetidae,168,Baetis,168,3.416666667,12,50,1,16,67,5,50,6,65,1,12,6,270,9,38,9,1,5,182,7,38,5,77,0,0,0,0,0,0,12,111,3,69,0,0,0,9,0,0,30,409,2,31
168543,OREFA-1004,2018OREFA9004,East Fork Annie Creek,Klamath,OR,42.88762,-122.1322,9/11/2018,Targeted Riffle,Kick net,"Updated County from ""Siskiyou"" to ""Klamath""",NULL,0.74,100,25,610,300,5,23,3304,1.794562637,0.643545151,0.572338047,14,2936,Peltoperlidae,1876,Yoraperla,1876,1.073333333,9,568,0,5,52,3,2092,4,443,1,27,5,514,8,223,9,0,6,605,5,2119,3,212,0,0,0,0,0,0,7,314,2,189,0,0,0,32,0,5,21,3250,2,54
168544,OREFA-1008,2018OREFA9008,OREFA-1008,Klamath,OR,42.8917,-122.1316,9/11/2018,Targeted Riffle,Kick net,"Updated County from ""Siskiyou"" to ""Klamath""",NULL,0.74,100,12.5,534,300,8,20,5784,1.798040187,0.711192865,0.60020056,12,2308,Chironomidae,2849,Orthocladiinae,2596,3.543333333,9,968,0,0,55,4,1568,2,130,0,0,6,3173,5,708,5,0,5,314,6,1776,1,219,0,0,0,0,0,0,6,3141,3,2849,0,0,0,119,0,0,18,5449,2,335
168545,ORHSC-1006,2018ORHSC1006,Headwaters South Fork Coquille River,Coos,OR,42.7102,-124.06185,6/16/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,100,270,250,0,31,365,2.409712866,0.845076305,0.701724474,19,204,Chironomidae,124,Orthocladiinae,112,3.544,13,146,0,0,54,6,30,6,65,2,4,6,176,7,42,15,9,6,95,7,84,6,26,5,20,3,5,0,0,5,128,2,124,0,0,0,0,0,0,30,354,1,11
168546,ORHSC-1007,2018ORHSC1007,ORHSC-1007,Coos,OR,42.7676,-123.9702,7/2/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,100,23,20,0,7,31,1.750973473,0.836842105,0.899822366,4,16,Chironomidae,14,Orthocladiinae,9,3.65,3,14,0,0,68,2,5,1,1,1,3,1,14,2,8,2,1,0,4,2,8,2,4,0,0,0,0,0,0,2,14,2,14,0,0,0,0,1,1,6,30,1,1
168547,ORHSC-1009,2018ORHSC1009,Headwaters South Fork Coquille River,Coos,OR,42.79506,-123.94105,6/15/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,100,344,300,0,35,465,2.330433113,0.809297659,0.655472565,22,389,Baetidae,168,Baetis,168,2.986666667,15,136,1,1,52,4,28,8,130,2,8,7,227,10,41,18,8,9,309,8,54,5,26,2,46,1,23,0,0,7,16,3,8,0,0,0,4,1,3,32,455,2,8
168548,ORHSC-1011,2018ORHSC1011,Headwaters South Fork Coquille River,Coos,OR,42.74675,-123.98603,6/18/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,100,641,300,0,32,866,2.76576502,0.911282051,0.798031096,22,722,Nemouridae,139,Paraleptophlebia,119,2.466666667,14,468,0,0,51,4,85,6,177,1,5,7,338,9,132,15,5,11,459,5,219,6,43,3,34,2,9,0,0,4,64,3,47,0,0,0,16,0,0,30,836,2,30
168549,ORHSC-1014,2018ORHSC1014,Headwaters South Fork Coquille River,Coos,OR,42.70196,-124.06284,6/17/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,100,286,272,0,27,386,2.488415836,0.842603647,0.755017902,14,128,Chironomidae,166,Chironominae,134,4.073529412,9,70,0,0,73,1,16,3,30,0,0,9,215,9,80,10,7,9,70,2,34,3,24,4,45,2,28,0,0,6,176,3,166,0,0,0,0,1,1,25,355,2,31
168550,ORHSC-1015,2018ORHSC1015,Headwaters South Fork Coquille River,Coos,OR,42.77395,-123.95378,6/14/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,100,386,300,0,42,522,2.979361733,0.913333333,0.797117465,24,300,Elmidae,103,Baetis,85,3.573333333,14,150,0,0,65,4,8,8,122,2,11,9,162,10,127,18,10,12,186,6,91,6,23,5,120,4,93,0,0,10,85,3,47,0,0,0,0,1,7,40,512,2,9
168551,ORHSC-1016,2018ORHSC1016,Headwaters South Fork Coquille River,Coos,OR,42.71539,-124.01824,6/18/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,100,191,165,0,29,258,2.538576544,0.845676275,0.753891749,20,205,Baetidae,81,Baetis,81,3.278787879,13,88,0,0,50,6,26,6,24,0,0,5,135,8,43,14,6,9,122,8,58,3,26,2,8,2,8,1,3,5,41,3,36,0,0,0,1,0,0,28,257,1,1
168552,ORHSC-1007,2018ORHSC1028,ORHSC-1007,Coos,OR,42.7676,-123.9702,6/14/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,100,111,104,0,27,150,2.909105967,0.939320388,0.882660789,17,64,Elmidae,24,Optioservus,18,2.759615385,9,41,0,0,80,4,12,5,31,1,9,7,43,6,46,10,5,8,34,4,16,5,14,2,24,2,24,1,1,3,24,3,24,0,0,0,0,1,9,24,126,2,24
168553,ORNCQ-1003,2018ORNCQ1003,North Coquille River,Coos,OR,43.29719,-123.89089,6/18/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,100,565,300,0,44,764,3.19274613,0.942251951,0.843706695,29,441,Chironomidae,158,Baetis,103,3.236666667,19,259,0,0,64,6,70,6,72,5,53,11,280,9,180,21,10,12,169,8,147,9,124,5,66,4,35,0,0,8,195,3,158,0,0,0,0,0,1,43,726,1,38
168554,ORNCQ-1005,2018ORNCQ1005,North Coquille River,Coos,OR,43.31688,-123.90096,6/14/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,15.63,689,300,22,29,5987,2.470104528,0.835629877,0.733557327,17,4378,Ephemerellidae,2121,Drunella doddsii,2026,2.38,9,3475,0,0,60,2,216,6,2452,3,262,6,1320,6,1165,14,7,7,2890,5,1136,5,351,4,408,4,190,0,0,6,988,3,712,0,0,0,4,1,53,27,5782,2,204
168555,ORNCQ-1007,2018ORNCQ1007,North Coquille River,Coos,OR,43.27811,-123.98049,6/16/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,31.25,695,300,16,15,3027,0.72263259,0.263812709,0.266846083,6,191,Simuliidae,2534,Simulium,2508,5.6,4,63,0,0,84,2,30,3,50,2,2541,5,334,2,63,5,2,4,152,0,9,2,30,2,17,2,9,0,0,5,2770,2,128,0,0,0,4,1,19,13,2984,2,43
168556,ORNCQ-1009,2018ORNCQ1009,North Coquille River,Coos,OR,43.32136,-123.93748,6/15/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,50,691,300,14,31,1886,2.586097805,0.874559643,0.753088946,16,1195,Ephemerellidae,462,Drunella doddsii,430,2.44,11,1039,0,0,66,0,11,7,605,1,20,7,305,10,585,15,9,7,596,4,476,5,123,5,386,4,178,0,0,6,238,3,181,0,0,0,11,1,22,28,1832,3,54
168557,ORNCQ-1024,2018ORNCQ1024,North Coquille River,Coos,OR,43.30078,-123.89327,6/17/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,50,615,300,20,38,1689,3.025637925,0.931215162,0.831770793,24,1022,Perlidae,370,Perlidae,303,3.35,18,795,0,0,61,4,32,7,193,2,107,7,530,12,623,19,9,10,422,6,514,8,86,5,141,4,95,0,0,7,430,3,311,0,0,0,0,0,0,37,1603,1,86
168558,ORNES-1003,2018ORNES1003,ORNES-1003,Yamhill,OR,45.2937,-123.4155,5/11/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,100,668,300,0,40,903,2.934641269,0.917904125,0.795537318,26,689,Heptageniidae,230,Baetis,159,3.32,17,255,0,0,53,4,30,8,184,3,77,11,439,10,70,21,6,14,522,8,111,4,57,3,42,3,19,0,0,6,136,2,54,0,0,0,15,2,4,36,870,4,30
168559,ORNES-1005,2018ORNES1005,ORNES-1005,Tillamook,OR,45.30018,-123.4782,5/13/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,75,588,300,4,38,1065,2.855893043,0.904437012,0.785106639,23,832,Baetidae,254,Baetis,247,2.403333333,14,345,1,9,49,4,65,6,293,2,11,10,419,7,220,19,6,9,593,6,149,8,90,4,20,4,9,0,0,10,97,3,59,0,0,0,0,0,0,37,950,1,115
168560,ORNES-1010,2018ORNES1010,ORNES-1010,Tillamook,OR,45.3109,-123.4802,5/9/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,100,180,168,0,25,243,2.811378424,0.929355575,0.873403815,18,207,Nemouridae,41,Malenka,31,1.928571429,10,99,0,0,46,6,58,4,42,2,5,5,53,3,22,12,4,5,55,8,114,5,38,2,9,2,9,0,0,3,18,2,16,0,0,0,0,1,4,23,234,2,9
168561,ORNES-1011,2018ORNES1011,ORNES-1011,Yamhill,OR,45.3032,-123.4345,5/12/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,31.25,688,300,3,32,2979,2.424447884,0.869587514,0.699547788,22,2031,Chironomidae,783,Chironominae,588,2.82,12,850,0,0,61,5,592,7,156,3,86,7,1939,3,88,17,5,8,1173,6,554,8,304,4,71,3,30,0,0,3,835,2,783,0,0,0,0,1,9,29,2936,2,43
168562,ORNES-1016,2018ORNES1016,ORNES-1016,Yamhill,OR,45.2772,-123.4019,5/11/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,100,448,300,0,39,605,3.022800454,0.934269788,0.825098837,26,415,Chironomidae,115,Orthocladiinae,76,2.933333333,14,184,0,0,50,7,73,6,124,3,26,8,220,9,80,18,7,8,185,7,126,11,104,3,47,2,34,0,0,9,135,3,115,0,0,0,0,1,4,38,597,1,8
168563,ORNES-1023,2018ORNES1023,ORNES-1023,Yamhill,OR,45.2878,-123.449,5/10/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,56.25,690,300,15,21,1678,1.938857117,0.804570792,0.636834563,15,1608,Baetidae,447,Baetis,447,1.993333333,7,534,0,0,47,4,386,4,160,2,26,6,1053,3,39,13,4,5,1044,3,335,7,229,3,14,2,5,0,0,3,48,2,29,0,0,0,0,0,0,21,1671,0,7
168564,ORNES-1025,2018ORNES1025,ORNES-1025,Yamhill,OR,45.3002,-123.4378,5/13/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,75,572,300,3,24,1035,2.299957103,0.827647715,0.723699857,14,406,Chironomidae,490,Chironominae,366,3.616666667,7,221,0,0,67,4,192,3,40,0,2,7,481,7,242,5,3,6,83,3,217,5,106,2,41,2,22,0,0,6,508,3,490,0,0,0,20,0,0,22,955,2,79
168565,ORNFS-1002,2018ORNFS1002,ORNFS-1002,Douglas,OR,43.8736,-123.8266,8/24/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,34.38,705,300,18,27,2795,2.210438457,0.844414716,0.670675931,13,1287,Chironomidae,999,Orthocladiinae,557,4.776666667,5,110,1,24,74,4,67,3,240,3,345,9,2004,5,85,12,5,5,1114,3,29,5,144,3,43,3,20,0,0,8,1351,3,999,0,0,0,0,1,83,25,2705,2,91
168566,ORNFS-1005,2018ORNFS1005,ORNFS-1005,Douglas,OR,43.8966,-123.7997,8/28/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,100,221,180,0,38,299,2.832000268,0.89292365,0.778538334,21,131,Chironomidae,92,Chironominae,68,3.227777778,15,85,1,1,64,8,47,6,31,3,9,7,128,9,64,14,8,7,39,7,47,7,45,3,5,3,5,0,0,9,104,3,92,0,0,0,1,2,8,34,245,4,54
168567,ORNFS-1007,2018ORNFS1007,ORNFS-1007,Douglas,OR,43.87279086,-123.859407,8/22/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,100,466,300,0,31,630,2.760083907,0.910791527,0.803754861,18,312,Chironomidae,184,Orthocladiinae,89,3.74,8,74,1,3,75,2,4,7,177,3,74,12,291,5,74,12,4,9,209,3,16,6,86,1,8,1,5,0,0,10,232,4,184,0,0,0,0,1,53,29,553,2,77
168568,ORNFS-1010,2018ORNFS1010,ORNFS-1010,Douglas,OR,43.92568,-123.8169,8/27/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,100,479,300,0,34,647,2.818920315,0.910412486,0.799385172,21,404,Chironomidae,186,Chironominae,107,2.836666667,13,281,0,0,58,5,85,4,149,3,43,8,228,10,120,19,8,5,101,4,32,12,270,5,20,4,12,0,0,6,196,4,186,0,0,0,0,0,0,33,627,1,20
168569,ORNFS-1011,2018ORNFS1011,ORNFS-1011,Douglas,OR,43.87207,-123.8213,8/25/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,100,576,300,0,30,778,2.076367727,0.771817168,0.610481396,18,682,Uenoidae,295,Neothremma,254,1.996666667,8,59,1,3,61,4,16,6,343,3,32,6,282,7,73,14,5,4,303,4,31,10,349,3,24,3,14,0,0,6,34,2,18,0,0,0,0,0,1,29,769,1,9
168570,ORNFS-1020,2018ORNFS1020,ORNFS-1020,Douglas,OR,43.8805,-123.8503,8/23/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,100,312,278,0,24,422,2.623660657,0.905721632,0.825555764,13,266,Baetidae,100,Acentrella,76,3.374100719,5,49,1,3,72,1,3,5,77,3,91,8,172,4,49,13,4,6,136,2,26,5,104,2,30,2,30,0,0,7,73,3,64,0,0,0,0,1,42,22,369,2,53
168571,ORQTZ-1003,2018ORQTZ1003,Upper Quartzville Creek,Linn,OR,44.58634,-122.20936,7/30/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,25,651,300,17,36,3542,2.621817725,0.872887402,0.731632167,25,2646,Baetidae,919,Baetis,912,3.32,18,1076,0,0,49,5,265,3,758,1,59,9,1766,12,546,21,9,9,1916,9,376,7,354,4,103,3,38,1,11,5,750,3,718,0,0,0,0,0,5,35,3509,1,32
168572,ORQTZ-1004,2018ORQTZ1004,ORQTZ-1004,Linn,OR,44.5804,-122.153,7/26/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,100,662,300,0,29,895,2.54364836,0.855139353,0.755397948,22,714,Peltoperlidae,261,Yoraperla,258,1.756666667,15,304,0,0,49,5,353,4,112,1,57,8,226,7,128,12,2,9,223,8,373,5,118,0,3,0,0,0,0,5,162,2,92,0,0,0,0,1,1,27,878,2,16
168573,ORQTZ-1005,2018ORQTZ1005,Upper Quartzville Creek,Linn,OR,44.58609,-122.19771,7/25/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,100,592,300,0,42,800,3.093218967,0.933645485,0.827579557,30,658,Ephemerellidae,131,Baetis,101,2.506666667,22,353,0,0,47,7,100,5,211,2,18,7,272,13,153,20,7,9,385,11,162,10,111,2,7,2,4,1,3,7,116,3,105,0,0,0,3,0,0,40,784,2,16
168574,ORQTZ-1006,2018ORQTZ1006,Upper Quartzville Creek,Linn,OR,44.57568,-122.18555,7/27/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,100,242,193,0,32,327,2.738262649,0.903119603,0.790095589,19,278,Baetidae,54,Baetis,53,1.797927461,12,127,0,0,47,3,68,5,73,0,0,10,127,7,41,11,5,10,169,7,93,2,16,2,3,2,3,1,1,8,30,4,15,0,0,0,0,0,0,30,312,1,15
168575,ORQTZ-1007,2018ORQTZ1007,Upper Quartzville Creek,Linn,OR,44.57771,-122.25616,7/28/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,50,614,300,0,35,1659,2.595502119,0.883522854,0.730027574,27,962,Chironomidae,641,Orthocladiinae,432,3.786666667,16,519,0,0,48,3,70,7,284,3,62,7,927,9,216,23,6,12,592,6,189,9,181,4,46,4,22,0,0,3,641,3,641,0,0,0,0,0,0,34,1651,1,8
168576,ORQTZ-1008,2018ORQTZ1008,ORQTZ-1008,Linn,OR,44.6048,-122.2093,7/29/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,100,626,300,0,33,846,2.546708912,0.838795987,0.728357902,24,696,Peltoperlidae,269,Yoraperla,265,1.753333333,17,268,0,0,51,6,373,3,105,2,24,7,159,10,141,14,5,7,193,10,412,7,91,2,20,2,11,0,0,5,84,3,65,0,0,0,0,1,3,31,800,2,46
168577,ORQTZ-1013,2018ORQTZ1013,Upper Quartzville Creek,Linn,OR,44.58408,-122.18189,7/30/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,100,154,137,0,33,208,2.888376418,0.917775869,0.826074695,27,139,Chironomidae,57,Orthocladiinae,42,2.98540146,15,86,0,0,50,4,16,7,57,3,5,6,86,7,27,18,7,8,70,11,26,8,43,1,1,1,1,0,0,4,61,2,57,0,0,0,0,0,0,32,201,1,7
168578,ORQTZ-1005,2018ORQTZ9005,Upper Quartzville Creek,Linn,OR,44.58609,-122.19771,7/29/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,100,248,217,0,34,335,2.873413824,0.919696194,0.814838359,24,278,Baetidae,54,Baetis,53,2.055299539,14,100,0,0,50,5,50,8,116,1,7,7,97,8,51,15,6,10,138,8,50,6,91,2,4,1,3,0,1,7,38,2,22,0,0,0,0,0,0,33,322,1,14
168579,ORQTZ-1007,2018ORQTZ9007,Upper Quartzville Creek,Linn,OR,44.57771,-122.25616,8/1/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,100,381,300,0,30,515,2.517048251,0.878818283,0.740047686,19,265,Chironomidae,203,Chironominae,104,3.76,12,165,0,0,55,5,82,3,49,1,8,7,273,9,80,10,5,8,142,5,41,6,82,2,22,2,15,0,0,5,209,3,203,0,0,0,1,0,1,28,500,2,15
168580,ORSFC-1002,2018ORSFC1002,Steve Fork Carberry Creek,Josephine,OR,42.05203,-123.26709,9/7/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,50,622,300,3,34,1685,2.702819208,0.884570792,0.766461395,25,1441,Baetidae,419,Baetis,416,3.583333333,15,408,1,3,51,7,200,4,223,2,232,8,828,9,134,14,3,8,773,8,181,9,486,1,16,1,11,0,0,7,220,3,201,0,0,0,0,0,0,33,1677,1,8
168581,ORSFC-1003,2018ORSFC1003,ORSFC-1003,Jackson,OR,42.074,-123.2119,9/5/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,87.5,693,300,7,30,1080,2.360171542,0.861070234,0.693923721,21,642,Chironomidae,395,Orthocladiinae,196,4.213333333,14,223,0,0,68,4,46,5,101,3,247,7,582,8,66,14,6,5,205,6,54,10,382,3,28,2,12,0,0,5,403,4,395,0,0,0,6,0,0,29,1072,1,8
168582,ORSFC-1004,2018ORSFC1004,Steve Fork Carberry Creek,Josephine,OR,42.04173,-123.32943,9/9/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,75,753,300,10,26,1370,2.403273779,0.865217391,0.737631237,20,1176,Baetidae,352,Baetis,352,3.153333333,11,399,0,0,43,4,246,5,81,3,73,8,897,4,64,17,4,8,777,6,247,6,153,1,7,1,2,0,0,5,185,3,164,0,0,0,0,0,0,26,1368,0,2
168583,ORSFC-1005,2018ORSFC1005,Steve Fork Carberry Creek,Jefferson,OR,42.04549,-123.28831,9/7/2018,Targeted Riffle,Kick net,"Updated County from ""Jefferson"" to ""Josephine""",NULL,0.74,100,100,799,300,0,38,1080,2.819916202,0.894448161,0.775216333,27,896,Baetidae,266,Baetis,265,2.763333333,17,364,0,0,48,4,64,5,289,6,74,9,509,9,122,22,6,9,542,5,80,13,274,2,14,2,7,0,0,6,128,3,116,0,0,0,4,1,1,35,1038,3,42
168584,ORSFC-1006,2018ORSFC1006,ORSFC-1006,Josephine,OR,42.0418,-123.2716,9/8/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,100,478,300,0,30,646,2.201845475,0.806822742,0.647373624,18,231,Chironomidae,351,Chironominae,255,3.923333333,10,107,0,0,63,7,146,3,45,0,3,9,338,5,100,8,5,6,58,7,82,5,91,2,8,0,0,1,4,7,381,3,351,0,0,0,0,0,0,28,624,1,22
168585,ORSFC-1009,2018ORSFC1009,ORSFC-1009,Josephine,OR,42.0353,-123.3083,9/10/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,100,737,300,0,40,996,3.066946644,0.937591973,0.831403325,27,809,Heptageniidae,170,Cinygmula,120,2.39,16,388,0,0,48,7,227,7,297,3,28,7,219,7,170,20,8,6,315,9,192,12,303,4,23,4,15,0,3,7,126,4,99,0,0,0,0,0,0,38,961,1,35
168586,ORSFC-1011,2018ORSFC1011,ORSFC-1001,Josephine,OR,42.0533,-123.2604,9/6/2018,Targeted Riffle,Kick net,"Updated Waterbody Name from ""ORSFC-1001"" to ""ORSFC-1011"". Not sure if it's incorrectly listed in the Bug Lab database as ""ORSFC-1001"".",NULL,0.74,100,100,276,266,0,34,373,2.970418108,0.932217336,0.842346688,20,284,Heptageniidae,64,Cinygma,55,2.334586466,12,127,0,0,50,5,115,4,68,1,4,8,42,11,99,14,6,6,101,7,135,7,47,2,24,1,22,1,16,9,45,3,30,0,0,0,0,0,0,33,372,1,1
168587,ORSFC-1017,2018ORSFC1017,ORSFC-1017,Jackson,OR,42.0449,-123.3066,9/9/2018,Targeted Riffle,Kick net,"Updated County from ""Jackson"" to ""Josephine""",NULL,0.74,100,100,723,300,0,38,977,2.902324269,0.921538462,0.797870935,27,764,Heptageniidae,184,Chironominae,131,3.073333333,18,289,0,0,45,6,211,4,109,4,78,9,450,10,105,21,8,9,346,8,273,10,145,3,8,3,4,0,0,7,200,3,184,0,0,0,0,0,0,37,972,1,5
168588,ORSFM-1009,2018ORSFM1009,ORSFM-1009,Lane,OR,43.92795,-122.008,7/27/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,100,667,300,0,22,901,2.378935554,0.871995541,0.769622414,16,727,Peltoperlidae,249,Yoraperla,249,2.026666667,11,382,1,1,50,4,339,2,24,1,12,8,355,5,164,11,1,7,342,5,315,4,70,0,0,0,0,0,0,5,139,2,122,0,0,0,0,0,0,21,866,1,35
168589,ORSFM-1013,2018ORSFM1013,ORSFM-1013,Lane,OR,43.92713,-121.968,7/30/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,100,142,138,0,13,192,1.861181959,0.773405268,0.725621328,5,43,Chironomidae,116,Chironominae,80,4.333333333,2,15,0,0,88,1,1,1,12,1,16,4,124,4,38,2,1,2,18,2,3,1,23,1,1,0,0,0,0,5,130,3,116,0,0,0,0,1,16,11,174,2,18
168590,ORSFM-1014,2018ORSFM1014,ORSFM-1014,Lane,OR,43.91378,-121.981,7/29/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,50,602,300,1,27,1628,2.500527015,0.867157191,0.758692592,21,1038,Chironomidae,551,Orthocladiinae,400,3.326666667,16,735,0,0,51,5,270,3,108,0,0,7,1027,8,204,11,1,8,646,8,327,5,65,0,3,0,0,0,0,5,561,3,551,0,0,0,0,0,0,26,1601,1,27
168591,ORSFM-1015,2018ORSFM1015,ORSFM-1015,Lane,OR,43.93528,-122.028,7/27/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,25,631,300,5,26,3418,2.41133922,0.872040134,0.740106744,19,2104,Chironomidae,1184,Orthocladiinae,773,3.37,13,1088,0,0,48,6,961,2,59,1,76,7,1784,9,526,13,1,8,832,6,978,5,293,0,0,0,0,0,0,6,1286,3,1184,0,0,0,0,0,5,25,3391,1,27
168592,ORSFM-1017,2018ORSFM1017,ORSFM-1017,Lane,OR,43.95426,-122.012,7/26/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,75,691,300,5,33,1252,2.792986866,0.904057971,0.798793315,26,985,Baetidae,281,Baetis,281,2.61,19,485,0,0,48,5,213,6,59,1,18,8,661,9,255,20,3,11,614,7,241,8,130,1,34,1,13,0,0,4,189,2,164,0,0,0,0,1,11,31,1209,2,43
168593,ORSNW-1001,2018ORSNW1001,Snow Creek,Deschutes,OR,43.88736,-121.76582,6/18/2018,Targeted Riffle,Kick net,NULL,NULL,0.74,100,50,704,300,3,22,1907,2.376259499,0.864816054,0.768756669,11,1078,Chironomidae,699,Orthocladiinae,472,3.79,7,568,0,0,70,2,138,1,16,2,78,8,1257,6,307,7,2,3,601,3,209,5,268,1,16,1,3,0,0,6,742,3,699,1,8,0,3,1,41,18,1836,4,70
